index,accountant,air traffic controller,architect,artist,attorney,baker,banker,bartender,barber,barman,barmaid,bookkeeper,broadcaster,builder,businessperson,businessman,businesswoman,butcher,captain,carpenter,cashier,chef,coach,cook,computer programmer,dancer,dental hygienist,denstist,designer,developper,dietician,doctor,economist,editor,electrician,engineer,farmer,filmmaker,financier,fireman,fisherman,flight attendant,gardener,guidance counselor,hairdresser,homemaker,housekeeper,interior designer,jeweler,journalist,judge,lawyer,librarian,maestro,magician,mason,mechanic,musician,nanny,nurse,nutritionist,optician,painter,pharmacist,philosopher,photographer,physiscian,physician's assistant,pilot,plumber,police officer,policeman,politician,postman,professor,programmer,psychologist,receiptionist,salesperson,scientist,scholar,secretary,server,singer,skipper,soldier,socialite,stylist,surgeon,teacher,therapist,translator,undertaker,veterinarian,videographer,waiter,waitress,warrior,writer,Nigeria,Ethiopia,Egypt,Congo,Tanzania,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,Mexico,Canada,Guatemala,Haiti,Cuba,Honduras,Nicaragua,Brazil,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Fiji,Samoa,Tonga
Michelle,0.24550975770759453,-1.2937960653243512,-0.5419342038576078,-0.8400586619735917,-0.001980664946419317,0.1807151445885959,2.5270309426876567,1.4542830330143168,-0.2937532358110184,0.3107520553369361,0.7817991379620236,0.572404646543599,-0.869907072453968,0.38414075664933545,0.36332728816787563,0.329236056202951,1.558056303754382,1.0409818499933075,1.31345247057139,0.36428251163619046,1.423781363336152,-0.0411628591728408,0.6343738410689965,0.2725804855393762,-1.2585342342989936,0.4401199970081164,-0.5475180660949962,-2.5276806510657193,-0.9686592068937245,-1.0241079420179826,-0.6800129546327575,1.1641145343776553,-0.31814603452469525,-0.91366508501871,-0.3937758086244558,-0.446086515512648,0.22360763370148345,-1.2116988666340223,1.0785664143918139,0.12422194182335906,-0.23251424096327097,0.7085846745028153,0.11433371557679686,-0.12651441472165914,-0.3264158270040218,1.1664058354056153,0.2885824298371449,-1.1233469611688054,0.8500196736742072,-2.1526065345273118,0.445404711097105,-0.11007250896696866,-0.5060261120973278,-0.1393529073379773,-2.4910682736827847,1.2095522486343628,0.24927048860505432,0.01648160812151093,0.5160467405349748,1.452293769792962,-1.526288803289824,-0.923210974970036,-1.2769567423518076,-0.45107605859270544,-1.1906904234207043,-1.4629161107362894,-1.9049906987284435,0.2883983571156074,0.6769842258948685,-0.13928663257371035,0.6873707793238834,0.1684144708841642,1.5725943474530266,-1.052714845894115,0.2938633044441002,-1.4304676279129465,-1.051893122882678,-1.9965544796341657,1.0797389677828853,-0.06371886280768818,-0.8047277351261543,1.0383381457110081,-0.39810479545752386,0.15980479183334637,-0.24519478352915328,1.5847931445087544,1.2328668877163118,-0.7986659366225127,0.6589843256677995,0.2878402654746504,-0.9542069582484507,-1.8100688956656485,-0.9056036454856111,0.5465553549316114,-2.1109416647634975,0.6310707312506038,1.2531637706147318,0.595998179050128,-2.4558478872077254,-1.2534053482631906,-0.26105649739586195,-0.751895564034079,-0.9767722137519808,-1.1655228680652876,-0.5985006168079463,-0.7224088161232617,-0.865172352899828,-2.44911778454694,-0.41920401054728235,-1.1039965872605604,-1.500469555310945,-2.078878356193809,-1.9323575876998274,0.26111133331257874,-1.30398872557735,0.03651425598882819,-1.9441648565787433,-1.4546471205857667,-0.5751587414616268,0.39493930965382745,-0.12009324479478065,-0.46892895653912464,0.09957665982243627,-1.6695776631746202,-0.29528466508370343,-0.5267934817006591,-0.5614072972655177,-0.37663047408026545,-0.2504489702955024,0.989189119809145,-0.10020406214584912,0.18179574494963555,0.18126184987677516,0.24950920623153128,-0.6243748162193894,-0.1644680743700474,-0.5396174450610258,-0.1879064023500651,-1.1026486323121418,-0.17673593638850596,-0.9201732125108673,-0.732167605934962,-0.7440698332975391,-1.2329862164725793,0.6217286774407563,-0.3689691873962274,0.49015452747302624,-0.8124852604834275
Deborah,1.1163189145201946,0.7721044901211831,0.9922923010196044,0.268156168793772,1.5118891567875947,0.8684080179413375,1.2705740196632307,1.0767023479581803,0.761503820313075,0.7272775436286403,1.0393982795096526,1.2875595881870978,0.17977025701014482,0.5206496302586584,0.7107884945515427,0.6749943372167773,1.256293787128093,1.1374041315485899,1.146509518845652,1.0497110504203073,0.9973034216116303,0.7388416245249128,1.115135687535166,0.6738810283748059,0.2764075090938992,0.43095600296078906,0.7013595191408857,-0.31225856963123844,0.4291048945070272,-0.4624139727189928,0.9088568788199144,1.269595976458828,0.9540493795433864,0.5671598682259468,0.6472091489648059,0.5626768330455144,0.8398779260757893,0.24428514500516194,1.2370326135326553,0.5832246082469483,0.5834372095848918,0.9385859887534446,0.4685078455864322,1.1910095569693493,0.6721854397870365,1.5896831316581244,1.0154069029801291,0.6132546702599222,0.9603687781671588,-0.23646485087540453,1.963673379782203,1.1289541940558794,0.9087443523116492,0.5132639709337785,-0.4052825323013083,1.0210676829473542,0.7366725606911114,0.6852664566225258,0.7121604333550916,1.7301732163785706,0.6351033962348278,0.6890957522453477,0.38780295746004073,0.7945039406669503,-0.2952056176924158,0.13140394827382568,-0.05113037796809586,1.3547650736551278,0.8132518732184163,0.8834117327816229,0.9132796786441489,0.8600530048351949,0.009310727272810012,0.1824958538180613,1.0866969368496584,0.19661363235475238,0.7981772622888877,-0.3969387510052925,1.217369491894236,0.6713222861186937,0.5121587589097649,0.892381138370868,0.3808636772750367,0.29115799520109864,0.22517782593297136,0.4623529378342217,0.6855766567366282,0.7486912162103434,1.1537243720743144,0.8145317350069436,0.8176304051207529,-0.20241148231921474,0.7926344355422078,1.1336736050304816,-0.19864473686102996,0.5541016917918608,1.1258127721834377,0.5257219769685607,-0.13101835794381209,-0.6049496122528129,1.452901003272769,1.1514052618901482,-0.5301465474204405,-1.029752131116763,0.001691260211480486,0.5789874639470078,0.5256263872611237,-2.0327339921022167,-0.8603643239981053,-0.4317212763983462,-2.0378168150371785,-1.9400804436068115,-1.2637153432991541,0.016681631965453202,-2.253184882772832,-0.205148220537529,-1.045957279254668,-1.275039116881774,-0.00041353296441420885,0.018437829143311935,-0.5763204191876761,-0.8046380110649891,-0.24752163139018551,-0.5694468357176288,-0.30652088597218335,-0.09668042544250512,-1.5881274441976563,-0.8964238386827752,-0.3670070202418703,0.6913333984781115,-0.4571277745072283,0.5126728190317178,-0.16328241721127154,0.2939345769633875,-1.0656177194505572,-0.3784841650945744,-1.2680652995294783,-0.5932914340968762,-1.5998975969408162,-1.777346958631178,-1.9337550596310595,-0.8550381719871853,-1.2370196762305758,-2.117227959762732,0.32057617397152083,-0.06858046602617772,0.0749794193930263,-0.8132859247324398
Scott,0.2476603657197702,-1.1286980560915754,0.3039203294371611,0.10020149706651967,0.6273682451069771,0.030872289801901407,1.7885534309929778,0.8803303762266429,-0.08956586489673672,1.1248176092564497,-0.9042902620774226,0.6114340285974836,-0.5135610530489998,1.328934295088046,0.7452306902328781,0.23501724481062541,-0.317962763575624,1.0036811231297345,1.6470159690877908,0.4954144824362683,0.8547122487943485,0.002517329112068213,3.352458550579833,0.06671853966347875,-0.6002134742387493,0.012065302392919242,-0.44428790712662425,-2.1083855237387095,0.38571881832775157,-0.29468671447428685,-0.4062239488132819,1.5649845580374755,-0.2787261979007255,0.20443406070792686,0.08321655787030739,0.0038341189157862178,0.011556014662472101,-0.21122829954334216,1.0376070370905521,1.6109487016193782,-0.26713458858657696,-0.032354969364531395,0.3170007513268454,0.7690782071175453,-0.22671465008543412,-0.07418241299747667,-0.7787684062485293,0.1511524623497179,0.7043454070370517,-1.4814777326883604,1.8103146147565263,0.23600032664597395,0.28785920182629526,1.0408464418241876,-2.6692175075207554,2.263812113542642,0.5688260551566037,0.3109979619559727,0.026983571236866746,0.4797191788115655,-0.7867847816590867,-0.827588870811949,-0.9683206015796956,-0.3296367643456307,0.06326638307460995,-1.064700621932631,-1.1076171771997405,0.7299476899285242,0.48578547778719694,-0.020156009183907263,-0.092757857947781,-0.6129598502690298,0.46708121635643157,-0.22686818430532044,0.5016794195928439,-0.7427380392116015,-0.5387306894432748,-1.601068041056805,1.2870779089606421,0.699601355256217,0.7261464341024445,0.4303720090840684,0.8624786500189224,-0.003687009822056395,0.5114614425519015,2.4010529751771643,0.5642668109208594,0.5036832688654598,1.3653059710673798,0.38067095238757215,-0.30441553289116463,-1.5921022119820407,-0.21712119600997323,0.6161552887302768,-1.2558373401734175,-0.2843466686444788,0.35251105919964665,2.162718688645226,-0.8167593397467166,-0.8415492006893072,-1.0673542451747198,-1.5619356756691767,-1.4765341386815773,-1.343297168728074,-0.13614720358315288,-0.8971245383749986,-0.11093698358085946,-2.3185291264114767,-0.9245106965499159,-1.78683093791131,-1.724671019298153,-2.0120781913156365,-2.0537719099988374,-0.5976970098694381,-2.4208563522099937,-1.0292476004994437,-2.33291049905901,-1.0482201867471015,-0.7720219596386809,-0.44266653717546145,-0.7021931291093275,-1.2450866369533888,-0.7168759951024494,-1.5686131912493235,-0.8137280861928122,-1.3886538214543835,-0.9706137670123666,-0.9225970252042364,-0.9537474792450354,0.808973948279725,-0.4922791787547654,-0.5193863988224383,-0.7017335797400857,-0.28628107882946063,-0.989695384327428,-0.6104857799471594,-1.1892515289573895,-0.6987294189619309,-1.4241876453007978,-0.45837271808420754,-1.0149547590983592,-1.5489453022010056,-1.109901459504757,-1.2772983934821545,0.7205853330589236,0.017439919561157126,0.1220606275864698,-0.19144274605770487
Wallace,0.07144094562806666,-0.47381979167442917,0.45989441392696706,0.17699142944108837,0.3684415539068479,-0.190579445264101,0.7812896803395114,0.3503164402481829,-0.22932902676237646,0.26671895016463776,-0.8047725824865731,-0.008996136082118364,-0.14293711349855706,0.9553496369496999,0.36779470616866394,-0.028258519466804154,-0.7627209408944685,0.413277511839267,0.3477918013746623,0.34899606486820295,0.43019152403914357,-0.21786829676040595,1.0508974962507756,-0.10257837879349431,-0.3552321492840287,-0.4428959684036288,-0.18356621705356432,-0.7416349728001893,0.2197266996993513,-0.5384557597822999,-0.3133621285081201,0.7384371196326974,0.1786912063007101,0.33085010886990346,-0.12650761377000583,0.10411171724584277,0.1333881553492217,-0.34468144266421846,0.5722271039740385,0.5245268943529651,-0.28714172860803405,-0.25895010970451243,-0.013728676564198926,0.33091718799332837,-0.0025420735637073965,-0.24981204096560944,-0.5011183513131316,0.06185235776513738,0.02968238361967126,-0.5462719268547177,0.9993145261678535,0.06888605886730331,0.1498870743917044,-0.08995953149755477,-1.4064699317509597,1.193733123651628,0.28910475709019,-0.16386675499630388,-0.08083857163970225,0.1326696868726145,-0.4642892651249017,-0.4109734199245828,-0.4370445072850825,-0.12427356013494689,0.0018556009832289056,-0.5146182347867544,-0.48281743880362193,0.46504817402944065,0.16863256370213695,0.10202371568247422,0.13314687993446325,-0.0696553475192318,-0.1676899960717032,0.15653311588864757,0.27102547165171664,-0.5207805240683088,-0.09495749164494305,-0.49929794886785145,0.45880751188081936,0.7079782496425816,0.35433289898380754,0.19640163809595307,0.19272383267364535,-0.6116011330658685,-0.06869004232210126,0.6831221567270878,0.008839696099038511,0.10821426152042754,0.7026232825453237,-0.10836022663515608,-0.11340587135556318,-0.9221683806199017,0.08633241928538263,0.10059271251162451,-0.7909428540717043,-0.3598927809804532,-0.1435219610576723,0.9375792368958343,-0.05561331818982739,-2.553661483559355,-1.4343156125224685,-0.8687138137938509,-0.9414014326798259,-1.8388369254075234,-1.209522426856929,-1.6185700058408061,-1.6100713025312892,-3.0300952155315586,-0.544275305966025,-1.0656772661447351,-2.744272491585428,-1.9503019700737947,-2.0903723945497856,-0.2816927467520151,-3.3267777864141967,-0.7061883801339329,-2.7572426232640623,-1.437779867769965,-0.029670463531509938,0.747306642582137,0.039876764851593895,-1.0599241085440625,-0.4815396448345511,-2.124855485718333,0.14456385964402912,-0.8491823344061044,-1.0491661635254277,-0.31845848576076025,-1.3763419534273784,1.4622326914499795,-1.7870844020423253,-1.1682756706793676,-0.9361540045792356,-1.1455526727878043,-2.4166810242154395,-1.4198284288776264,-2.106704547122198,-1.5844767822940176,-2.902247279176782,-1.9253063824368908,-2.839351081985475,-1.9332422062490553,-2.193344345816575,-2.239609275512451,0.9634013855049558,-0.8804885610174753,0.11400916465933691,-1.3599147204100033
Hazel,1.0069722024279548,0.2990100619266285,0.30135013765118474,0.17196625881914418,0.6021971483015165,1.2026773411292815,1.801103175119408,1.6633470436760784,0.4740145053460781,1.0844741530911481,1.6226675663346595,1.5283666099386182,0.49806121840395684,1.2068284132004057,0.6007827591367672,0.38149850067084506,1.381418372058183,1.6206219846960361,1.2722824431054807,0.9366846547489643,1.807331251299164,0.26355677992809057,1.0174725060277054,0.9374200881495979,-0.057288635372186744,0.17355177645362352,0.5230474442976942,-0.5784476264760691,0.08994861938695141,-0.04305280235005786,0.48480194790079456,1.1300750760941127,-0.06658373958715516,0.5116719202039895,0.9702146590762902,0.5421557561137956,0.8480191637929702,-0.07046219566220213,1.2531774745796398,1.135361156348102,0.30020851803221393,1.3091290974181498,0.6639907675916997,1.1354069149879418,0.9542036788077674,1.766346718592201,1.033731181081212,0.1340478916012886,1.2811476257873677,-0.6249120950290596,0.2553503059969304,0.5010943907794491,1.136568379866826,0.12883867332172222,-1.4993822252799414,1.910550943175191,1.3104591529457517,0.2749970035737766,1.3647206574422777,2.287866965264173,-0.2660344204462728,0.4149787806466553,-0.22736777257074264,0.7355928347182809,-1.1661186080517452,-0.2092971815369884,-0.2859641963175532,1.0436793576071934,1.1992407692864848,0.9686037593123831,0.8641497260528221,0.7395939930065115,0.8737122663310547,0.33758322285348863,0.6741614869232323,-0.11742348220108896,0.10773305296761156,-0.07147268440502941,1.3192181277781243,0.3777489533004916,-0.12728055666236093,1.4059451702617727,0.784752891095839,0.26347459529254347,0.9357161783838486,1.240001383932364,1.0776104189078497,0.46074152427555753,1.1958233754747836,0.49383744522970113,0.5514989754730311,-0.7153524956040115,0.816148172416429,0.803143561886687,-0.4005744816104852,0.6925236149235399,1.6864485978211188,0.018059651066030028,-0.4518517857896701,-1.9404700648006556,2.053578708713249,1.5360299067126142,-1.072591716766744,-1.1889516871484378,-1.5748910397000389,-1.5951230651564456,1.3094320692541834,0.21225962647122928,-0.2342652875033827,-1.8408102721200057,-1.4028159312822517,-1.3068140168388147,-1.8404968681475014,0.06835251082799071,-2.657817973759565,-1.0241554014951877,0.8965155225155669,1.9614017482535568,1.0705583186547158,2.6553997081359624,0.37100871655806694,-0.1775904155135484,0.6167986120566343,-0.8049281261488321,0.6156817808412031,-0.029169518089684494,-0.048783259825737474,1.925709810509556,-0.7075854928394231,-0.23277239538069422,-0.1270016386417355,-0.4221925151002194,-0.5746759074724345,-0.6208238602323425,-1.6917278114485714,-0.7909957935358516,-1.410191691636847,-1.145498829377919,-1.735966195343338,-0.6695982283115509,-1.8513557267019913,-1.4443412503206081,-1.378249454541519,-2.0191778566736907,-1.0244511428878227,-1.7741822475967484,-1.2125780789410063,-1.9590133884914385
Whitney,0.20736582423041025,-1.4298768969831963,-0.3369885188768878,-0.8366890875978297,0.07052894557011628,-0.4378205723663807,2.380867150839886,0.9908088337153567,-0.6343485472645328,-0.039130688821588766,0.3807452562196726,0.5434728999355752,-1.3857742283132524,0.41938762857317563,0.5257974937782491,0.6680284229694328,1.6501587329628362,0.7295163719836003,0.8820516338204517,-0.03711962154814215,0.9405400937114964,-0.8712909739286553,0.43658986015797746,-0.5843779128468709,-1.1912079790907655,-0.2850956235890944,-1.2496109439232153,-1.7244501528033673,-0.9864851068270847,-0.09079790187691897,-0.8104081633904838,1.1318537716886774,-0.1672820664654908,-0.9248092160193817,-0.5096154877769121,-0.20876098992209655,-0.23140795759922,-1.3814192222705741,1.7397426241689724,0.2780748415757112,-1.0743620731379253,0.2171738947297819,-0.7556078664965077,-0.2534791285523603,-1.1490343757212782,0.8404932956450544,-0.11611359823625604,-1.446389825488072,0.7347421746462999,-2.04966483106492,0.8798934069382378,-0.13618948729326688,-0.44413085510921296,0.04360747149368781,-2.514425241218666,1.4191774850614716,0.37176702378297516,-0.23630100145066837,-0.040592089679525496,1.0831748198720554,-1.7400426290936193,-1.5425564259661768,-1.5989900873354814,-0.19733713852652482,-1.1623708610973698,-1.7725380684661478,-1.3118784109869972,0.44502229350075434,0.29302049036855526,-0.45981124468371537,0.4305576465990515,-0.22493225622712668,0.7014124193665773,-1.4585979650160477,0.07271128949835047,-1.7491398431256826,-1.1337513174507607,-1.9551981683797002,0.9998940591172267,0.28432922295884894,-0.5192188778467707,0.6637136037903925,-0.7220119886435866,-0.1265538199257197,-0.5518502787982589,0.5381792799104939,1.5048248174694137,-0.9087998992052192,0.6228825339500139,-0.2569998733266988,-1.2571802315887504,-2.4901588210903896,-0.4393844773873071,0.037499367413021706,-2.42216231441058,-0.3548805195481045,0.5370080144588706,-0.21338100169013688,-2.2632121550312747,-0.9835314166837805,0.04719094191227357,-1.5145721148143758,-1.934637153303573,-1.4227325259233894,-0.9278712937922475,-0.5569684026282089,-0.9789844793895381,-2.4389426235311555,-1.0192611514116088,-2.0815084172170626,-2.8833683381455573,-3.313236628746654,-2.2010289952721735,-0.7643076851742462,-2.191807158217548,-1.0648080473567205,-2.8632485170731434,-2.1515722493160405,-1.6164383618321971,-0.8797111568800005,-0.9266514144456885,-1.6547681425976841,-0.9884596474601465,-1.9132189377931828,-1.6082360616956168,-1.6027477434428044,-1.2439957048896608,-0.7779153447520606,-1.0343022903590573,0.09723837630624219,-0.7480869543177397,-0.2902245993249,-0.8327250989029218,-0.26309932209354703,-0.8895799336780172,-1.543135338138386,-2.335005129529231,-1.1828678093510672,-1.233919385243387,-1.495586336034158,-1.7676683849831827,-1.8399523929743773,-1.5833443038846033,-2.3393600370281398,-0.34200699091768777,-0.9650647394571201,0.015965102940880167,0.4888986687002594
Paige,0.42682421234414347,-0.5229453538177886,-0.07207270433565505,-0.2956734067154021,0.6614532957743339,0.12049174171307285,1.349481177849171,1.3459272690177533,0.21783598432246346,0.42667201245531183,1.267969111269809,1.0850908188581874,-0.3948881396703546,0.3300351423194438,0.443016924009579,0.1598194929005455,1.4556615923723482,1.0074157921371347,1.5318369794179088,0.6933462926598716,1.221372380053523,0.11911189427626391,0.9610495204297468,0.4869786377506588,-0.8012207460354686,0.6874231852767924,-0.08543004355533226,-1.779973973314052,-0.17597797402273196,-0.7372689111576284,0.15384459486453014,1.34447873919844,-0.2476580453710386,-0.019504057238399757,-0.17581715898484818,0.04341698670743618,0.5433797133085404,-0.6455380103296879,0.36356146891374375,0.2367728367493795,-0.3300445295917456,1.2931753553156338,0.47513843292146307,1.2181347574244266,0.012443301602171329,1.773058175580414,0.8246855170166331,-0.11023343710997625,0.9337990085532154,-1.1942145584660768,1.1475643398020066,0.6554336630882633,0.714628605421337,0.20130764713775046,-1.6544289849870146,0.9396502231535854,0.4438164592278893,0.3563392363756919,1.0684174766279424,1.761551096645711,-0.4636273700006571,-0.4344448200045746,-0.4047135036535133,0.194488055282263,-0.1636711502127887,-0.8287847840556657,-0.6947682311093996,1.216054555338955,0.8685378639333683,0.0577480456263194,0.4242709579384143,0.022631867474768037,0.48383652030513347,-0.512272184656913,1.1011011168943463,-0.8691231339376505,-0.0760522225136255,-0.9333475457467021,1.3290481933559288,0.5560989104961788,1.3677447907242186,1.2791753565663204,-0.1451316339662003,0.061803805642206736,-0.531267660884449,1.5495685292141126,1.3435414936758987,0.09935033632518239,1.2190342372617116,1.400817505354887,-0.0945751087653823,-0.9263039249664077,-0.1668998955358107,0.9529689065377628,-1.3323672385321075,0.5632605920720715,1.3798262601659366,0.9448566055409016,-1.1219600586055314,-0.6547460377727512,1.2309680095924012,-0.8508210120719049,0.9657669550882627,0.36462831762950926,0.2196321777361331,0.6640249614862467,0.7545968762656358,-1.5809028807855265,0.07978135828468208,0.6301566166249306,-0.6168750315684324,-0.5054276876608941,-0.5248375927900686,0.7345575826686095,0.7877592674931897,0.049553840445136936,-0.9649496141494285,-0.333466020047817,-0.3944959591133013,0.5656573492766361,0.1989586302969175,0.6118453965713493,1.629497421876662,-0.04645321861793705,0.9325047209923869,0.50603195103773,0.2727305559431501,0.9362729807186263,-0.03908859099668834,0.9804724886871033,0.41452307771470986,-0.3942476132492693,-0.7639231373629436,1.6647343914914832,0.006283203384120421,1.3458818738023877,0.5160985777992896,1.7813336101236026,-1.195729577849489,0.5163312465016805,-0.18904178405999297,2.08212970843927,2.2386540512564816,0.3826785552518207,0.8180140553934742,0.3779347361449017,2.0104031800769717,0.18590213382757131
Sylvia,0.405870928302882,-0.7256408094900775,-0.13220837788086595,-0.2907868552852388,0.369581662111801,0.5439872541858877,1.7219805904423078,0.823240917993578,0.049974897703970504,0.023095197448088682,0.7642437470889433,0.9638941064103741,0.31464754153656393,-0.05342406668149551,0.7327627679536056,0.5078079537148017,1.5946151779159785,0.9633550044352494,0.7689792340629145,0.3408802242733754,0.8831114686539323,0.11091838919901309,-0.03532815468846774,0.45874341208083835,-0.7561490671920588,0.623430441375146,-0.7449415336461885,-1.6305622062842386,-0.515403045013726,-1.0595257478045008,-0.3834022754136872,0.7871774603713941,-0.45051104535387787,-0.05757002667208191,-0.37229659851627417,-0.4599276561104959,0.30381260137777105,-0.08060934646759846,1.0230707422830279,-0.607867890488869,0.5813363291190504,0.24397967780882307,0.6605685563556397,0.14985611866638648,0.18726420244600975,1.6392614459428707,0.6590065758989531,-0.4707304580217348,0.7279894864148629,-0.9486191504264984,0.5032645237494094,0.4333168351611072,0.2559956836215477,-0.30360535048400655,-1.3722921204126899,0.6404207750738582,0.23047064932141081,0.23817164536344104,0.7229422179103087,1.2045092599919778,-0.9685032177628107,-0.5509042300322439,-0.35788972093487137,0.0362813445862946,0.22054757260581853,-0.8116363282136376,-1.2280611253731426,0.37249513516520866,0.3719640373654999,-0.2117432872317323,0.08354347623732566,-0.014004240553210414,0.32136412411416293,-0.898937059031478,0.41702564194082475,-0.8034604994266205,-0.34361135831083944,-1.350923328481295,1.0116604977009405,0.1625020383161083,0.21850654811651918,1.1018330385482908,-0.21382808477841744,0.12553314255064243,-0.11310501033998299,0.06514769328627806,1.322629403688655,-0.19510759696904087,0.5445807505996786,0.7375425895999476,-0.1026548639839775,-0.8779999139005555,-0.10153572338866189,0.22695660720980804,-1.2968760862370259,0.5567767003210354,0.9899878003556051,-0.3212779673488327,-0.977860723655451,-1.9959944500665194,-0.9710844636946835,-1.2075569452230852,-1.426559571627147,-1.9121203809133227,-1.757166526830739,-1.580849557912557,-1.6563924466984086,-2.192107408153607,-0.6391625232019106,-1.2840573839791756,-2.3592089058569643,-2.265034787949241,-2.1573492716006606,-0.043247479286984865,-1.1016392423528172,-1.2630674610789987,-1.3871562130009532,-0.6321344244323991,2.2874882292737286,0.09569430976099332,0.3414523816523079,0.15377694160606473,1.7946855616336543,2.061744810103465,1.5873903024293567,1.7928197934314263,-0.6715741992305647,1.2411043837660392,-0.550132524864638,0.5105505239899568,-0.5038219280560409,-0.6357046375445788,0.08274902802148626,-0.516973353004117,-0.8786724980468762,-0.35875162571412594,-0.7020636622609185,0.16752487258941054,-0.20098120293081015,-0.6645594941536291,-1.0703731884585288,-0.15064187952714495,-0.09086003812390984,-1.472772784814239,-0.5721944420510672,-0.7862601131442911,0.017771112077579088,-1.0917817489279553
Shelby,-0.3639250843153044,-1.5517826845083396,-0.9964548703023909,-0.9303052010404105,-0.518214840833947,-0.3294484098210344,1.6359156519071394,0.9132557188044274,-0.3037092010247744,0.1273777931182695,0.3557239094748559,0.07257678449644786,-1.4160914463835792,-0.09643080018978886,-0.42276209371608303,-0.08627243226858673,0.4649174169773604,0.6230960439233446,0.772210077121802,0.01446931761199388,0.6038327801033241,-0.8793360407352422,0.2170212307656421,-0.7036975823098023,-1.5721903966701578,-0.008930659966851717,-1.3057342963219944,-2.1465828111428893,-0.9393600011148274,-0.8857265072975711,-0.8506365521831724,0.29835697387860566,-0.7044605975276489,-0.9648888441907487,-0.7535144359996185,-0.6583387789496012,0.10607820692348155,-1.404427677895396,0.6261496562068386,0.13027055061540263,-0.4803452547063394,0.12496908347360856,-0.3952274598205555,-0.3709932525870233,-1.3926216768723478,0.28839768744592026,-0.4978583644561814,-1.005195103108028,0.536215229335213,-2.1458952064482513,0.7496254156123493,-0.5989724042978153,-0.2095197154425412,-0.40411779385693086,-1.7441389666624258,0.38226094585141585,0.31526341353434156,-0.041814938673058896,-0.10027754515020375,0.3293124500024564,-1.6683288463442012,-1.272576417417458,-1.318390298719864,-0.8129715093819604,-0.9524194701274121,-1.8932327990589444,-1.5968208142870222,-0.3765043881298687,0.2157224734049666,-0.7584591192597158,-0.022455934091913717,-0.39169483056844595,-0.2987413166050643,-1.698735782453168,0.026101037106780675,-1.7758362648878456,-0.9941346813046831,-2.3440057243548718,0.19775808993932237,-0.009851423613288193,-0.13335332948094167,-0.15230226774175418,-0.8962041825196763,-0.08173576377505788,-0.5692158240178035,0.9091480540601083,0.7263008201955226,-0.8659293568285651,0.14730622791386772,-0.021052670599895146,-1.7812656581999358,-2.1581835982186157,-0.7046150867533805,0.2025790199774501,-2.3010276259064577,-0.5979428579865914,0.5173370215714456,0.4579358725482425,-2.351508228503179,-0.5720536101196304,-0.06457289845256227,-1.6434549931121443,-1.5375040310142667,-0.8858993215669142,-1.2704556428675022,-0.46803567538546403,-0.6637334533460186,-0.69103070622143,-1.0094198775532084,-2.05551960534901,-1.766772444544927,-2.201925512670898,-1.1459863484070707,-0.44185156123022645,-1.356748245512989,-1.2139910907119347,-2.361269018033103,-1.2187238065636308,-0.8673865698380249,-0.4579211258324892,-0.2645680005321698,-0.90718847559058,-0.40640830420832413,-1.6524353107107235,-1.0656051418578678,-0.9883139338116181,-0.9873689893365014,-0.9024689812976597,-1.005068541656712,-0.03913116254500187,-0.8718476747008514,-0.9746715944939887,-1.0745674136475587,-0.7817281956175053,-0.4601939762081327,-0.8140069386896325,-1.457563005978157,-1.0452550103991725,-1.085056257176405,-0.17144657949278963,-1.1235175976588108,-1.390169393916857,0.013622521661300574,-1.0186508163090238,-0.1659321740323525,-0.24009860600815863,0.7193047084034064,1.3107852396193294
