index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,Arab,Asian,Black,Hispanic,Latino,White
Wesley,0.1493996544912874,-0.16522588782885342,-0.22474969091259928,-0.3249122888538493,-0.584271802158446,-0.6405713027819389,-0.4912279995632776,-0.48015836079591445,0.0477257191078941,-0.5151110485375202,-0.5466166710845316,-0.09074124471376228,-0.14916774376022127,-0.6518345306761489,-0.6714300053293419,-0.3754509199809763,-0.6790839007992087,-0.47557443400058064,-0.5274884287732928,-0.46043184060964315,-0.3917562008519655,-0.474179372341602,-1.1207538893936826,-0.41786521114382136,-0.33485730325773305,-0.2443522824024601,-0.02706381371836879,-0.21525662917124067,-0.4047765040029629,-0.12967638069849693,-2.1864623755436896,-1.9538722958529575,-0.585441701628763,-1.8820033434267947,-1.3581140669306966,-1.8955945732078274
Brooklyn,0.5103606646325916,0.8396333381529298,-0.1820399063599855,0.3396343778057668,0.2830351740582615,0.6036476408348106,0.19406416994518932,0.12024236288618904,0.9893605926705846,0.577424540528759,-0.022375099346850308,0.1386721694047145,0.23074630204068824,-0.36361828894451137,0.36258756960972427,-0.23343942728674838,-0.04877023888128953,-0.09927548826981636,0.035256474758896726,0.05390260113206487,-0.26943740841271074,0.42820155072303956,0.5090936543514891,0.2736200667614535,-0.29249327897851857,0.10862730933312434,0.11866465515628347,0.5743427908570082,0.31987883109643284,0.1520485867758216,0.03352134528299441,-0.32605065194034705,-0.1709084159153072,-0.07341911234967935,-0.314506229110174,-0.9158471860821178
Jason,0.341338051654899,0.07569357131471162,-0.42018360777854313,0.20292110765834595,-0.5825889471719226,-0.2251841702587589,-0.5258669525928829,-0.02979637520134503,0.05072346204979698,-0.027014095863777513,0.3140203217688922,-0.2523174576043312,-0.09521243531708298,-0.42368472103592913,0.20280370654731653,0.19623704190447033,-0.14104499061237016,0.1284967759918463,-0.13272010596676315,-0.06066079270336522,-0.16828142566373352,-0.23845268628520133,-0.45976959175431636,0.2347720013737452,0.07647636513671435,-0.06735350741365818,-0.360774147750136,-0.08419295323063818,0.06028937119798042,-0.4264167926447974,-1.4007801452885837,-1.5294398561635074,-0.6323127387893096,-1.769713425318703,-1.1645467212104066,-2.004215639925666
Marguerite,-0.8265239730944489,-0.5176821114884425,-0.4997526501650596,-0.4457071954397024,-0.3519391248068948,-0.1388442216837691,-0.1921544029919777,-0.46957516505816493,-0.7895656929740286,-0.3354543984065386,-0.4539396906816574,-0.46981506777194443,0.0676493234386461,-0.3968745037941676,-0.6201244871881003,-0.42648727907331957,-0.7003683823152111,0.07458931753628062,0.13401355180931268,-0.5483074883668225,-0.4991630965194417,0.3417761280258985,-0.20838927006478042,-0.8070160609329136,-0.08983391031770131,0.059218493890153635,0.2620577754393307,-0.36203076075299906,0.019704602613997972,-0.5545535818330626,-1.1653205836087954,-1.4620012340718265,-0.22647740820810655,-1.6819127321483882,-1.1234184742436617,-1.3838006172478903
Jim,0.17516722935867013,-0.020603507676097855,0.09971336146505133,0.21847083806015188,-0.036877457650614454,-0.38884685026584404,-0.19085702737986243,-0.3176612343515748,0.3278629369043181,-0.336996302972603,0.27301616119531247,0.4168295194450963,0.3662721150784199,-0.11230648023106451,0.2430786712821252,0.5005978301508156,-0.10390294430382417,0.5605110604614204,-0.2537358667371638,0.32513239164852015,0.027125891902881814,-0.23521336441184634,-0.35858148254296807,0.1979128009067472,0.1971415621727816,0.8536298798283021,0.08960846160291579,0.17031989002366899,-0.04769766870633277,-0.09415064031836723,-1.3697522110597569,-0.97230491765758,-0.3321119295202873,-1.2405682646810339,-0.7201528849704834,-1.6989602462507387
Penny,0.3594190248666852,0.5082090668321251,0.6509133682111443,0.5141811252913011,0.2943052602298204,0.2416582896618704,0.19268759649257214,-0.4910043149016895,0.5455499513899352,-0.3281985919099397,0.6560778941572118,0.28715796933924337,0.4038983176970384,0.29711061663746824,0.08173467669464482,0.02545118700497915,-0.4108606252176491,0.40386197438528615,0.3913609384601533,0.27457651707795816,-0.2374989981499177,0.02409897223761697,0.17898302374339828,0.20803552304682102,0.12437405014428338,0.49884107299873326,0.1825461766185438,0.5308151879480653,0.4236879796487011,0.510202536222489,-2.2230903525891863,-1.5736371945548369,-1.1616401510367602,-2.5171288155642957,-2.1840829820678045,-2.5468579872420167
Cecil,-0.20421412109321715,-0.27098694759598335,0.17638996620498423,-0.18495139985922926,-0.011009634727561288,-0.16395460402739068,0.15920443043580765,-0.23077607905498096,0.23550725678744783,0.12836396972075625,0.14889625180360938,0.3037754496378257,0.07138591718501142,0.2508679731965773,0.2874946141401672,0.8052018238709889,-0.11735237199949068,0.04306788518571747,-0.052395892535909906,0.17705391813555227,-0.3104945824340788,-0.3137742637272977,-0.3024259360011054,-0.05894228689236491,-0.32827551864141685,0.5216844550186606,-0.09069117154567334,-0.03260795014304944,-0.046745287697845,0.044909488592936066,-1.284567708953152,-1.4563742732389993,-0.48369962469757743,-2.018139569725295,-1.384172011348402,-1.6928603553014419
Howard,0.1471511267970514,0.2878135561732368,0.2724061506915907,0.18433585963645321,-0.04402687641687141,-0.19056473341197086,0.050437326175393024,0.2481869784162912,0.4467915478803636,-0.14126580822468385,0.2036023925761772,0.2527004788589251,0.48789371563226597,0.05986665084796914,0.5098770251505614,-0.1941039163285268,-0.3147709887318374,-0.028773369853973132,-0.23228996871148258,0.20828344276246047,0.05617103599464463,0.00378688676155391,-0.12457144385140219,0.23887810498369463,-0.18719592863461992,0.423644162189099,0.22628693632527194,0.18975454362825958,0.047255974082837354,0.10710678442476936,-0.7655253276728076,-0.6107591488008081,0.05934216500712061,-0.24401309359590453,-0.11066666597702074,-1.1334322681524303
Paul,-0.18203857613536387,-0.39702984934625624,-0.3749380849920673,-0.20858310950574493,-0.2635833723464386,-0.5644716543369003,-0.19655816449569094,-0.5039356279650988,-0.39594231662055385,-0.3767525156678362,-0.04522796263746007,-0.11455086601466725,-0.028791176164487012,-0.2562521329909632,-0.12100530527684496,0.04734040700185277,-0.3677645431712467,0.015079921417278002,-0.2796852601169266,-0.23286257529838875,-0.23664527137345806,-0.0921583363851563,-0.34667296358991473,-0.23035210089558716,0.05297239899333931,-0.17266859069601587,-0.1802382540779228,-0.45050710118944315,-0.13219535782496442,-0.39884214660311984,-0.14575868454165233,-0.31065480010156665,0.39842564709778244,-0.030457283343658482,0.4785144578630178,-0.7441696158055509
Levi,0.13378682281842635,0.1411813447674704,-0.23750125158652668,0.13772843932331985,0.08519937836069363,-0.10078233231714848,-0.06864887468392022,-0.5167093994163926,0.17896582678759965,-0.5642113212055282,-0.06974649326095131,0.03901287695551147,-0.3792560319045332,-0.3629397196868546,-0.6040569643929521,-0.4921457431489375,0.05100121616386673,-0.19442074069873985,-0.4607747449059568,-0.33410629017836124,-0.23574144005285996,-0.5163129586558044,-0.40770301919427265,-0.2924686465898073,0.09472509261891308,-0.12722904875353716,-0.2330944563599836,-0.07806990416382568,-0.03150039523216706,0.04599323363551575,-0.45195665733075774,-1.2380335456427325,0.10230640369181693,-0.9788441093230503,-0.08044386257944623,-0.9425861329174223
Carole,-0.18460647589550241,0.017349831595774395,0.06247362643993758,0.3689478269149459,0.001511155776645184,-0.027784790331874386,0.15846830232390474,-0.8403800542738167,0.06764060766103218,-0.1515613590553106,-0.059383726710513375,0.6207313287706695,0.17224400703371195,0.11623384854189887,-0.5435978906065655,-0.06581782540696315,-0.4278167049085742,0.34734559432411555,-0.09963235777367364,0.341462612003683,-0.3780645224747132,0.22484350619475324,0.41651056996814634,-0.688775071895621,0.26210462823669867,0.3180759395034154,0.4121559420201146,0.26230038631194774,-0.03268043348283704,-0.033797478053600546,-2.2380491963898916,-1.8887519980064187,-1.3288140749944388,-2.6680668239113228,-2.130379470836505,-2.629814652096947
Kay,-0.3298460336259727,-0.10120673383718949,0.08236729733446314,-0.10898766569591205,-0.21559209453187625,-0.06564120128423917,-0.04908566059858237,-0.052845948160088474,-0.33207038708688286,-0.5836495569282374,-0.27067619442984714,-0.1475871897804504,0.1785435949799011,-0.07452719874510202,-0.20257572225642126,-1.1112879314468598,-0.7863999002368993,-0.06614352231427263,0.019439516577765555,-0.018543410973156423,-0.09351858938901723,0.25341846588748834,-0.08997432488281151,-0.09679783861417958,0.017550440275831573,-0.21501738780069943,0.20264142035916996,-0.0554190861072351,0.038583250855387045,0.010086068484034167,-0.7048177229993158,-0.6512823303580673,-0.08557193322928812,-0.5631274564524761,-0.22488593876430996,-1.397590383932579
Shirley,-0.3541637785295565,-0.11328257306961434,0.29888825591337914,-0.2073549099398702,-0.27450948688336285,-0.13451411134902522,0.09408303471978499,-0.33983668484521273,-0.12787738335495666,-0.3968694125945776,-0.11129205821489521,0.4112935638803477,-0.14695245582947972,-0.12496649182782142,-0.28850676240467654,-1.3830150496067697,-0.8982352751784417,-0.015934490172051105,-0.1028633337617537,0.30896539306784115,-0.1881718307931263,0.004076522812626169,-0.2561251340042138,-0.2887728044717303,-0.3134371296173385,-0.020578200697179996,0.571218911525901,0.366419289457792,-0.29825775783352787,-0.05014183053024862,-1.3975194978544174,-1.222366179862326,-0.6132994444296962,-2.0688042312649086,-1.5580410192583458,-1.8007799239413553
Sophie,-0.22672848802532347,-0.03792712326985626,-0.06837809334482182,-0.005612243762722859,0.12787274418867206,0.09542300345865957,0.28525044757287304,-0.6396759824724029,-0.32465250821244057,-0.49688231915244874,0.1588634122057864,-0.17122868520394094,-0.0018872703344294326,0.009328036327140939,-0.4400582505933612,0.20370858587063337,-0.28222341816615554,0.12891487525439604,0.03486807965996072,-0.014142558717923038,-0.5633330222519635,0.5252615644105676,0.4462006733885437,-0.5782646720720498,-0.11493640947957665,-0.14497493941386091,0.19249039958460784,-0.006497386426345258,0.150645640820757,-0.06050856141217892,-1.6541159502675427,-1.7536089716146903,-0.8265588045443113,-2.5212314216411005,-1.8035701459559006,-2.2268612005933552
Chelsea,0.7308468196013579,0.6858906939219265,0.4555248506237512,0.641488028958455,0.782070179069781,0.8168437564035587,0.568947146079983,-0.32479484251462765,0.42458333064970505,0.7121679914247946,0.7364281115738256,0.2802630181979548,0.2523250226718067,0.3578309105715343,0.18170149473339886,0.7246995069387961,0.29585480758416266,0.16959065272298265,0.21901360098961561,0.3666249326212179,-0.38511671285242344,0.24756664284635538,0.532090902000395,0.13201741750963694,-0.29346805366410433,0.08485709643934979,-0.3297464824903091,0.4230718151584947,0.6617091208776238,0.3760315098348942,-0.3212198471597586,-1.3932274712633934,-0.3762960683718938,-2.283760547914667,-1.7751720584368422,-1.3901683220608763
Piper,-0.013024848675275973,-0.17226177520777936,-0.08505591537502961,0.0938120389840811,-0.11820435990803134,0.1471549345650844,-0.030774665727694897,0.08095873985105499,-0.10347671973664548,-0.5414257001523998,-0.04188687304315973,-0.06945645978666372,-0.06219367694253457,-0.22217644002905337,-0.37221107620268523,-0.24833358229495117,-0.4372433557883988,-0.3968790154681911,0.216206154814788,-0.22824070644857686,-0.21668760579983984,0.060933333203156456,-0.005433394212125319,0.28090220245395725,0.37474384794054066,-0.30759897042872947,0.062301953122673365,0.1182172043962381,0.23386310573048125,0.31833477236387786,-1.206406353244268,-1.02930016552782,-0.036347843001969936,-0.8918708689943761,-0.4118920156124775,-1.0995751611125124
Audrey,-0.35000361088053095,-0.14629505665126832,-0.4490195425314021,-0.006456614498847761,0.14136937074469558,0.3263118881391279,0.21381879597263997,-0.049091943383987764,-0.3513867633010993,-0.9686538592699176,-0.3451340639493747,0.008906750871620286,-0.11702593291132306,-0.18181322040212916,-0.47502148826240875,-0.8817202302586853,-0.6413245486348633,-0.12202557616068475,0.24396353647447325,-0.04229128835222966,-0.06527446002289597,0.5700145886516773,-0.006062286345704072,-0.13956529222099293,0.4004292361623902,-0.23447708004958953,0.25956060527913366,0.03929926173181783,0.28059221738846946,0.018000998410977596,-1.5981016199565925,-1.310510183823192,-0.8401962488237178,-2.138811228384493,-1.606686695329718,-1.8639218682979921
Kara,0.08224289731287404,0.33919205418268905,-0.1260733380518447,0.13875424883297569,0.2557097486608878,0.5726129582680435,0.3274448843906022,0.9055662097703878,-0.4768631812626142,-0.08877433463797858,0.07139028644203765,-0.2699634010016559,0.1937735698744203,0.4206511593925319,0.25208322688660334,-0.20859868253622654,0.49810024127508346,0.16520945362759307,0.3736965712129956,0.00418102074930729,-0.01703306257832151,0.4776216744062416,0.5424180448539738,0.41551208911063986,0.31242054685533743,-0.3365779631315149,-0.19792881962861664,-0.08500069828571605,0.5679823859953314,0.07704406775687106,-1.1047583422554192,-0.613005756283606,-0.2946251422377118,-1.363783202049389,-0.5941644705689517,-1.8139717346614406
Henry,0.0970124535764563,-0.17115181300250934,0.038360702862412714,-0.051523936834285536,-0.17365666027384882,-0.40204068909383595,-0.3009820212609083,-0.5270301027598616,-0.10534736036586391,-0.04263585915399588,0.19670737765905344,0.009259590936726793,-0.11739595075323854,0.01761748280734643,-0.1317134324459313,0.00351670741174052,-0.4615591473443056,0.1328990768342646,-0.1798423251984034,-0.09708532673550864,-0.27160812916891297,-0.4869266469027277,-0.28553750524746546,-0.2109855124555434,-0.3675617454251277,0.19334726603564598,0.34191605472845005,-0.1343214340172408,-0.08513363271035922,-0.3024408377395239,-1.658473525005508,-2.1248451793667225,-0.9785942538858375,-2.3390686205779967,-1.6269838418104345,-2.217682795236896
Jasmine,-0.4306993941279239,-0.36683951519966435,-0.4150756955460131,-0.6268119986799229,0.1002635885726574,-0.057806893308268936,0.11668143833935493,0.1574382081035908,-0.7521169023519421,-0.6232926812329905,-0.5914448674200224,-0.5268806428783885,-0.3762564427708536,0.05055066269809053,-0.44723513093597994,-0.2136239962806542,-0.05999377150791781,-0.40380741000826403,0.05383779482828132,-0.5267560999420988,-0.29673329725184855,0.09671072098105128,-0.8608128842023021,-0.41740350756858047,0.038189808882879685,-0.15256677925579093,-0.14475138122775189,-0.21317874442814927,-0.05433864541944306,-0.23822905433822839,-2.3950975427926986,-1.7117790535673114,-1.4543703506526777,-2.8948327060150665,-2.216038530515932,-2.846240663256084
Keith,0.3143375429242935,0.3161832366152561,0.1313224728949229,0.5826553855053921,-0.46173284348455823,-0.2635622663835427,-0.3431194487590914,-0.325172874751312,0.25112993113450816,-0.00513409747361066,0.4813059749679271,0.41819826209086397,-0.02665411114308952,-0.27520031368727277,-0.01846404707476264,0.3243884432900311,-0.06617960061494178,-0.007773572576480785,-0.215370313200975,0.30749977924532945,-0.25321418603553336,-0.3629310418976251,-0.08401667642398822,0.08528450115609831,0.12913578865868047,0.09362943678395996,-0.3597170216921402,-0.06046961933872072,0.05140526652043433,0.013792939278682846,-0.5981399672687329,-0.5450861201783312,0.09089247279348196,-0.5877611316814941,-0.2140568110009525,-1.1294476515361382
